"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ASV"	"Test"	"TimePoint"
"89"	0.615455299591126	-2.60896997139956	3.04259875312452	-0.8574807863575	0.391179228922821	NA	"ASV4146"	"CH-CS"	1
"90"	1.60735481811184	-3.96414664943857	3.01867361296835	-1.3132081031909	NA	NA	"ASV2332"	"CH-CS"	1
"91"	0	NA	NA	NA	NA	NA	"ASV6003"	"CH-CS"	1
"92"	0	NA	NA	NA	NA	NA	"ASV655"	"CH-CS"	1
"93"	0	NA	NA	NA	NA	NA	"ASV8750"	"CH-CS"	1
"94"	13.741482791374	0.755563063598456	2.21855299065482	0.340565705115499	0.733430550920883	0.940530285268277	"ASV1193"	"CH-CS"	1
"95"	3.39633546916467	-1.66107722561895	2.72099447537786	-0.610466960021402	0.541552523600132	NA	"ASV1919"	"CH-CS"	1
"96"	0	NA	NA	NA	NA	NA	"ASV6510"	"CH-CS"	1
"97"	0.967241618085748	3.6992753190899	3.04336512139469	1.21552136254838	NA	NA	"ASV2859"	"CH-CS"	1
"98"	2.22733768203178	-4.43940534478208	3.01433528782638	-1.47276428163481	0.140814606657012	NA	"ASV1549"	"CH-CS"	1
"99"	6.84845006467682	1.27767812561791	2.90721516814194	0.439485229582954	0.660309982179908	0.896394479599086	"ASV1908"	"CH-CS"	1
"100"	2.7180850447667	-2.68883314509094	2.97856046661419	-0.902729078435466	NA	NA	"ASV4874"	"CH-CS"	1
"101"	0	NA	NA	NA	NA	NA	"ASV2841"	"CH-CS"	1
"102"	0	NA	NA	NA	NA	NA	"ASV5693"	"CH-CS"	1
"103"	6.37109785864355	-5.95040852090929	3.00709722204343	-1.9787882072086	0.0478398567863831	NA	"ASV1376"	"CH-CS"	1
"104"	0.446419208347268	2.74997541342606	3.06551470458844	0.897068087557996	0.369682586143595	NA	"ASV6623"	"CH-CS"	1
"105"	0	NA	NA	NA	NA	NA	"ASV2098"	"CH-CS"	1
"106"	0	NA	NA	NA	NA	NA	"ASV3077"	"CH-CS"	1
"107"	0	NA	NA	NA	NA	NA	"ASV5680"	"CH-CS"	1
"108"	0	NA	NA	NA	NA	NA	"ASV6594"	"CH-CS"	1
"109"	0	NA	NA	NA	NA	NA	"ASV7754"	"CH-CS"	1
"110"	7.12959250633136	1.77193218175819	2.9092115187657	0.609076435428792	0.542473776134725	0.842936567075131	"ASV1875"	"CH-CS"	1
"111"	3.02255189265144	-3.07978320997259	2.98326811109852	-1.03235213707913	NA	NA	"ASV2906"	"CH-CS"	1
"112"	2.76954884816007	-4.75535025190086	3.01214497352552	-1.57872555726793	NA	NA	"ASV1493"	"CH-CS"	1
"113"	1.04893315582563	3.80705951138069	3.0405719659869	1.25208663171536	NA	NA	"ASV5443"	"CH-CS"	1
"114"	1.1857505239768	3.97911747131779	3.03649870155505	1.31042949871179	NA	NA	"ASV6789"	"CH-CS"	1
"115"	3.00294546195405	-4.86500285302555	3.01148974628682	-1.6154804641205	NA	NA	"ASV7242"	"CH-CS"	1
"116"	3.58087749987789	4.19537628138541	2.52777116499472	1.65971364001779	0.096972074048331	NA	"ASV1855"	"CH-CS"	1
"117"	0.73257413185996	-2.83462061601237	3.03693601879342	-0.933381736879188	0.350622906505041	NA	"ASV4553"	"CH-CS"	1
"118"	13.7005118394487	-1.47641622696476	2.56157157978806	-0.576371255292782	0.564364269248994	0.860681687055051	"ASV749"	"CH-CS"	1
"119"	2.63109819503307	5.09611542773814	3.01881198413097	1.6881195167261	NA	NA	"ASV4997"	"CH-CS"	1
"120"	0.279539968367277	-1.4572174569551	3.08861286154083	-0.471803208197525	0.637067260762589	NA	"ASV5001"	"CH-CS"	1
"121"	0	NA	NA	NA	NA	NA	"ASV7924"	"CH-CS"	1
"122"	43.5349740622812	-1.27893903465695	1.26985912084579	-1.00715033160932	0.313862537213349	0.682820677836417	"ASV198"	"CH-CS"	1
"123"	2.50578229119244	-4.61170746790717	3.01308186360911	-1.53056162316918	NA	NA	"ASV2315"	"CH-CS"	1
"124"	25.0247130777022	-1.81955018148109	1.373917754186	-1.32435160397146	0.185386299565705	0.542304406558751	"ASV278"	"CH-CS"	1
"125"	0	NA	NA	NA	NA	NA	"ASV6252"	"CH-CS"	1
"126"	12.2802380716927	0.00986391441029604	2.0092090796102	0.00490935189891223	0.996082919651055	0.99851239018679	"ASV1110"	"CH-CS"	1
"127"	0	NA	NA	NA	NA	NA	"ASV2819"	"CH-CS"	1
"128"	1.03590030905392	3.74434726602211	3.0421733868956	1.23081323443009	0.218392724565649	NA	"ASV8693"	"CH-CS"	1
"129"	5.23010959966418	-5.66460752717889	3.00795568699212	-1.88320843677167	0.0596721261470822	NA	"ASV838"	"CH-CS"	1
"130"	0	NA	NA	NA	NA	NA	"ASV2388"	"CH-CS"	1
"131"	9.16482469797375	-2.34614596900254	2.27231242127349	-1.03249269204262	0.301841369387348	0.672828598982982	"ASV807"	"CH-CS"	1
"132"	0	NA	NA	NA	NA	NA	"ASV5083"	"CH-CS"	1
"133"	0	NA	NA	NA	NA	NA	"ASV3894"	"CH-CS"	1
"134"	0	NA	NA	NA	NA	NA	"ASV8585"	"CH-CS"	1
"135"	1.13216002196539	-3.46094597066923	3.02510816839036	-1.14407346052382	NA	NA	"ASV7317"	"CH-CS"	1
"136"	0.410452104453507	2.63958849731826	3.06901268925136	0.860077414004485	0.389746370499699	NA	"ASV2561"	"CH-CS"	1
"137"	0	NA	NA	NA	NA	NA	"ASV7199"	"CH-CS"	1
"138"	6.15717163960552	-2.88257924117649	2.35641717571577	-1.22328901303348	0.221220555451712	NA	"ASV2795"	"CH-CS"	1
"139"	0	NA	NA	NA	NA	NA	"ASV2412"	"CH-CS"	1
"140"	0.643488313275867	-2.64300881478676	3.04168781303738	-0.868928363870287	0.384886314390462	NA	"ASV4661"	"CH-CS"	1
"141"	3.17071592868131	-1.20705519579377	2.94048676228575	-0.41049502799172	0.681442850028614	NA	"ASV2137"	"CH-CS"	1
"142"	0.73257413185996	-2.83462061601237	3.03693601879342	-0.933381736879188	0.350622906505041	NA	"ASV5255"	"CH-CS"	1
"143"	0	NA	NA	NA	NA	NA	"ASV6641"	"CH-CS"	1
"144"	4.33092739342843	-3.15646910066385	2.42356500226563	-1.30240744428686	0.192777139125541	NA	"ASV2331"	"CH-CS"	1
"145"	7.2633294205838	-2.38073707417186	2.92340800114768	-0.814370444781304	0.415432764751765	0.78683348531325	"ASV1217"	"CH-CS"	1
"146"	0	NA	NA	NA	NA	NA	"ASV8796"	"CH-CS"	1
"147"	0	NA	NA	NA	NA	NA	"ASV5787"	"CH-CS"	1
"148"	2.01586936275871	-2.03126884167393	2.97739777879197	-0.682229581865975	0.495093792103228	NA	"ASV4173"	"CH-CS"	1
"149"	1.57865891701984	4.36420165283822	3.0288836889889	1.44086141990321	NA	NA	"ASV4544"	"CH-CS"	1
"150"	4.53366699883191	-5.45836357725495	3.00868951011051	-1.81419969023473	0.0696469878516494	NA	"ASV2042"	"CH-CS"	1
"151"	3.11863920913076	-0.0546361787035351	2.9290759108345	-0.0186530429277844	NA	NA	"ASV3782"	"CH-CS"	1
"152"	0	NA	NA	NA	NA	NA	"ASV7090"	"CH-CS"	1
"153"	0.547269472604676	2.98732531189564	3.05879525049143	0.976634611753007	0.328750077461366	NA	"ASV6893"	"CH-CS"	1
"154"	0.501663683220953	2.881644527069	3.06165855024188	0.941203755997333	0.346600452313063	NA	"ASV7043"	"CH-CS"	1
"155"	0.045605789383723	0.937728637942281	2.99574242607427	0.313020448547412	0.754265126571112	NA	"ASV7862"	"CH-CS"	1
"156"	0.984115954448798	0.93557545785227	3.00752807751552	0.311077879819874	0.755741416814348	NA	"ASV5992"	"CH-CS"	1
"157"	2.35710575190491	-4.50997055754243	2.92798542799308	-1.54029815668641	0.123487692902247	NA	"ASV5535"	"CH-CS"	1
"158"	0.947497039850608	-3.1999744942436	3.02942999256686	-1.05629590454151	0.290833046476338	NA	"ASV9334"	"CH-CS"	1
"159"	0.501790882534538	-2.2754771787229	2.68780992782645	-0.846591552164928	0.397222824257698	NA	"ASV5231"	"CH-CS"	1
"160"	5.21126714252117	-2.01747297764418	2.9320218152093	-0.688082526255067	0.491400813544847	NA	"ASV2247"	"CH-CS"	1
"161"	0.319240525686061	2.34012069250147	3.07986248180203	0.759813370346415	0.447366149693571	NA	"ASV11002"	"CH-CS"	1
"162"	0.991944517183646	-1.32307394905128	3.00857933562373	-0.439767013415648	0.66010586110799	NA	"ASV6193"	"CH-CS"	1
"163"	0	NA	NA	NA	NA	NA	"ASV8184"	"CH-CS"	1
"164"	20.6959086636941	-2.21476527963007	1.23369300693787	-1.79523209353947	0.0726167291398358	0.294044095334705	"ASV347"	"CH-CS"	1
"165"	17.1215178638334	-2.48136522581146	2.90365092600948	-0.854567332314159	0.392790719043184	0.762588740179121	"ASV348"	"CH-CS"	1
"166"	6.95399362945123	-0.410793732814626	2.42831443260641	-0.169168262272239	0.865664293000249	0.975069596481416	"ASV1288"	"CH-CS"	1
"167"	4.47586356472651	-0.694835668949613	2.91938676700865	-0.238007405117334	NA	NA	"ASV1901"	"CH-CS"	1
"168"	21.3741055490236	-1.27850089114533	2.89404614578193	-0.441769352229834	0.658656118365545	0.896394479599086	"ASV461"	"CH-CS"	1
"169"	17.3975914448197	-0.631491922595184	1.56069053007122	-0.404623408951143	0.685754348871835	0.906254139505865	"ASV568"	"CH-CS"	1
"170"	0.855636815998931	3.54171399720244	3.04665169188546	1.16249389670488	NA	NA	"ASV1783"	"CH-CS"	1
"171"	16.6585509875983	-0.557689051459429	2.68289229871063	-0.207868594549043	0.835331571454176	0.967102185542722	"ASV986"	"CH-CS"	1
"172"	4.44286926006883	5.82021077288052	3.01270117758114	1.93189116006304	0.0533729411050347	NA	"ASV2701"	"CH-CS"	1
"173"	0.501663683220953	2.881644527069	3.06165855024188	0.941203755997333	0.346600452313063	NA	"ASV6158"	"CH-CS"	1
"174"	0	NA	NA	NA	NA	NA	"ASV4028"	"CH-CS"	1
"175"	0.967144042214627	-3.25036836008098	3.02853416741274	-1.0732480402748	NA	NA	"ASV6596"	"CH-CS"	1
"176"	2.9175916314515	2.27253431096569	2.95419369531771	0.769257044508482	NA	NA	"ASV4554"	"CH-CS"	1
"177"	0.241516985436823	-1.24911092772886	3.09887699250442	-0.403085030722488	0.686885672401638	NA	"ASV10470"	"CH-CS"	1
"178"	0	NA	NA	NA	NA	NA	"ASV11558"	"CH-CS"	1
"179"	13.777896262872	0.0799237845986684	1.61135464351273	0.0496003688079713	0.960440852729168	0.985620949991731	"ASV651"	"CH-CS"	1
"180"	10.7808059010457	-2.07034629390416	2.90900215563072	-0.711703251885447	0.476648553552368	0.819675964477084	"ASV2305"	"CH-CS"	1
"181"	0	NA	NA	NA	NA	NA	"ASV2542"	"CH-CS"	1
"182"	2.94539321947182	-4.84373245810956	3.01161300033953	-1.60835155697743	NA	NA	"ASV4112"	"CH-CS"	1
"183"	3.00627860892019	5.29805046804377	3.01679762332615	1.75618358589213	0.0790570664663782	NA	"ASV4648"	"CH-CS"	1
"184"	0.796922594438297	-2.96158171403855	3.03411276926017	-0.976094805718344	0.329017485173253	NA	"ASV7699"	"CH-CS"	1
"185"	3.45162253514596	-5.06474889302963	3.01041648198191	-1.68240803999826	0.0924897434097195	NA	"ASV2909"	"CH-CS"	1
"186"	4.58322433769066	-2.6739123974185	2.6537427565202	-1.00760045066491	0.313646312507044	NA	"ASV1551"	"CH-CS"	1
"187"	10.0017724990452	-1.96494152714064	2.90951363323768	-0.675350513808751	0.49945309782066	0.825868178931081	"ASV668"	"CH-CS"	1
"188"	47.8295461725544	-1.8745828377668	1.89418289705153	-0.989652499072168	0.322343999985682	0.693630282691703	"ASV142"	"CH-CS"	1
"189"	13.7211587115293	0.528856999615605	2.60403304271367	0.203091508802239	0.839063508428757	0.970056545609618	"ASV915"	"CH-CS"	1
"190"	28.737194813522	-0.436096254100249	0.821907074506128	-0.530590704992158	0.595702438210355	0.866557855635033	"ASV359"	"CH-CS"	1
"191"	0	NA	NA	NA	NA	NA	"ASV4774"	"CH-CS"	1
"192"	0	NA	NA	NA	NA	NA	"ASV1505"	"CH-CS"	1
"193"	0	NA	NA	NA	NA	NA	"ASV1679"	"CH-CS"	1
"194"	84.9753871780804	-1.32213166702763	0.865471354792201	-1.5276434739369	0.126601081670366	0.435517517761869	"ASV97"	"CH-CS"	1
"195"	1.63961023364264	-1.02642167271633	2.79290391179526	-0.367510557159322	0.713238218494071	NA	"ASV2140"	"CH-CS"	1
"196"	0	NA	NA	NA	NA	NA	"ASV6021"	"CH-CS"	1
"197"	0	NA	NA	NA	NA	NA	"ASV7368"	"CH-CS"	1
"198"	19.2552836181055	0.95510223667919	2.7351603675796	0.349194236652522	0.726943492696689	0.93948993920797	"ASV370"	"CH-CS"	1
"199"	0.503385139151944	-1.73798617176984	3.05141291869833	-0.569567678343327	0.568970955784605	NA	"ASV5803"	"CH-CS"	1
"200"	4.86974622236343	3.4565674650445	2.95761423370513	1.16870125442773	0.242524016383647	NA	"ASV1798"	"CH-CS"	1
"201"	3.25676287738451	-3.0978277438531	2.98056877548805	-1.03934113828521	0.298646108742969	NA	"ASV2285"	"CH-CS"	1
"202"	1.51725511745002	3.10929785855791	3.03102465356837	1.0258240080289	0.304974547445381	NA	"ASV8375"	"CH-CS"	1
"203"	0.395649835451438	-1.986857882885	3.06355414112775	-0.648546685110517	0.516631425901601	NA	"ASV5226"	"CH-CS"	1
"204"	0.403412039866976	-1.9205849327999	3.0663511516594	-0.62634213689471	0.53109055382599	NA	"ASV8178"	"CH-CS"	1
"205"	0	NA	NA	NA	NA	NA	"ASV7052"	"CH-CS"	1
"206"	5.59991762980817	0.72374012176455	2.9098356327025	0.248721994339034	0.803575834352354	NA	"ASV1003"	"CH-CS"	1
"207"	6.08951076712326	-5.88558087976769	3.00727734030393	-1.95711276804715	0.050334211606259	NA	"ASV1304"	"CH-CS"	1
"208"	4.07253515784736	-5.30661147473192	3.00930033510717	-1.7634037429976	0.0778324189710165	NA	"ASV1318"	"CH-CS"	1
"209"	4.13528680660483	0.00434323203119726	2.91828183201214	0.00148828395652335	0.998812521647375	NA	"ASV2935"	"CH-CS"	1
"210"	0	NA	NA	NA	NA	NA	"ASV4655"	"CH-CS"	1
"211"	1.7584437131175	-4.10405534217278	3.01724598423983	-1.36019912317714	NA	NA	"ASV1277"	"CH-CS"	1
"212"	0.805056618122743	-2.95837162520656	3.03418117790424	-0.975014823356712	0.329552907073703	NA	"ASV6284"	"CH-CS"	1
"213"	0.724550956310469	-2.80558460111511	3.03761679586629	-0.923613737234091	0.355687458971605	NA	"ASV6988"	"CH-CS"	1
"214"	2.52158243474738	-4.61152444760547	3.0130831175408	-1.53050024433753	0.125892953037267	NA	"ASV2890"	"CH-CS"	1
"215"	12.1007638955374	-1.83752956539407	2.90436647773201	-0.632678272347013	0.526943761420296	0.832976484399006	"ASV972"	"CH-CS"	1
"216"	0.148806402782423	1.65779185406543	3.09734339867815	0.535230241106918	0.592490657232624	NA	"ASV8179"	"CH-CS"	1
"217"	0.357493507375482	-1.7951290145704	3.07200020490218	-0.584351853787576	0.558983612018873	NA	"ASV4487"	"CH-CS"	1
"218"	0	NA	NA	NA	NA	NA	"ASV3875"	"CH-CS"	1
"219"	2.80339770059054	5.18655644969464	3.01787587855073	1.71861158590305	0.0856851206151242	NA	"ASV2106"	"CH-CS"	1
"220"	4.00414737895069	0.645609112677922	2.53508304282711	0.254669808353869	0.798978136952478	NA	"ASV2069"	"CH-CS"	1
"221"	3.8852071544494	-0.155051299159745	2.92110969044108	-0.0530795880987039	0.957668494859818	NA	"ASV1964"	"CH-CS"	1
"222"	1.75406546335538	4.51498741923953	3.02638991365744	1.49187234561693	NA	NA	"ASV3254"	"CH-CS"	1
"223"	0.119930298787279	0.983764332083353	3.10937999150709	0.316386010963726	0.751709533682811	NA	"ASV4450"	"CH-CS"	1
"224"	2.77521499387426	-1.17427010752037	2.94468534690235	-0.398776089525368	NA	NA	"ASV1764"	"CH-CS"	1
"225"	1.70585357986956	-0.445495626772869	2.79200921767468	-0.159560944123207	0.87322694679213	NA	"ASV4272"	"CH-CS"	1
"226"	6.99035664575135	-1.66399525415494	2.91563508002054	-0.570714512785743	0.568193179490595	0.861352833073252	"ASV929"	"CH-CS"	1
"227"	0.550222088637146	1.64537203756155	3.06624394316495	0.536608328645635	0.591538189884264	NA	"ASV4063"	"CH-CS"	1
"228"	17.9313689259618	-1.49243265850967	2.04707050036618	-0.729057772188455	0.465966323927139	0.817938114045794	"ASV648"	"CH-CS"	1
"229"	5.74435284883222	-1.50470453918902	2.19535854647194	-0.685402638037035	0.493089879836547	NA	"ASV975"	"CH-CS"	1
"230"	1.18804486556093	-3.52837101419728	3.02411169768225	-1.16674626036515	NA	NA	"ASV2177"	"CH-CS"	1
"231"	1.20902308754353	-3.55288419086757	3.0237606951316	-1.17498854872606	0.239999297194507	NA	"ASV5409"	"CH-CS"	1
"232"	16.0116727709947	-1.14856695314759	1.33937543323613	-0.857539211670084	0.391146953818186	0.762588740179121	"ASV375"	"CH-CS"	1
"233"	6.52801235713653	-2.71355537335432	2.75529930108813	-0.98484958504605	0.324697960266095	NA	"ASV911"	"CH-CS"	1
"234"	5.75987791832651	-1.74698681942276	2.43938543177968	-0.716158585135201	0.473893432377397	NA	"ASV2266"	"CH-CS"	1
