"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ASV"	"Test"	"TimePoint"
"211"	1.84973096043882	4.48298652134161	3.02380281419584	1.48256576133051	NA	NA	"ASV1277"	"RH-RT"	1
"212"	0	NA	NA	NA	NA	NA	"ASV6284"	"RH-RT"	1
"213"	0	NA	NA	NA	NA	NA	"ASV6988"	"RH-RT"	1
"214"	0	NA	NA	NA	NA	NA	"ASV2890"	"RH-RT"	1
"215"	7.23686334116682	6.44233699367102	3.00851386438462	2.14136855739196	NA	NA	"ASV972"	"RH-RT"	1
"216"	0	NA	NA	NA	NA	NA	"ASV8179"	"RH-RT"	1
"217"	0	NA	NA	NA	NA	NA	"ASV4487"	"RH-RT"	1
"218"	0	NA	NA	NA	NA	NA	"ASV3875"	"RH-RT"	1
"219"	3.49393625860666	5.39917313710293	3.01414992868338	1.79127557183639	NA	NA	"ASV2106"	"RH-RT"	1
"220"	2.52448721203494	4.91250139787551	3.0185249170214	1.6274510010416	0.103641347190354	0.3292892528528	"ASV2069"	"RH-RT"	1
"221"	0	NA	NA	NA	NA	NA	"ASV1964"	"RH-RT"	1
"222"	0	NA	NA	NA	NA	NA	"ASV3254"	"RH-RT"	1
"223"	0	NA	NA	NA	NA	NA	"ASV4450"	"RH-RT"	1
"224"	0	NA	NA	NA	NA	NA	"ASV1764"	"RH-RT"	1
"225"	1.34639317975197	3.99175029943938	3.03207249325066	1.31650885931156	0.188003306862767	0.376878344669257	"ASV4272"	"RH-RT"	1
"226"	1.64420529816784	4.31339824071571	3.02635157748285	1.42527995518067	0.15407629201289	0.353657137369886	"ASV929"	"RH-RT"	1
"227"	1.36130399276668	4.00699362744242	3.03177226632573	1.32166708955966	0.186279032209699	0.376878344669257	"ASV4063"	"RH-RT"	1
"228"	3.97603854552355	5.5906539110589	3.01279138331291	1.85563923941901	NA	NA	"ASV648"	"RH-RT"	1
"229"	5.47970543033872	6.0393511083304	3.01022880974017	2.00627642948235	0.0448267633665597	0.25329231589858	"ASV975"	"RH-RT"	1
"230"	0	NA	NA	NA	NA	NA	"ASV2177"	"RH-RT"	1
"231"	0	NA	NA	NA	NA	NA	"ASV5409"	"RH-RT"	1
"232"	7.06856419369783	6.40825525320166	3.00864116806341	2.1299499990976	NA	NA	"ASV375"	"RH-RT"	1
"233"	2.04195598915002	4.60204493957319	3.0221815642671	1.5227559435825	0.127819775955479	0.33903318194094	"ASV911"	"RH-RT"	1
"234"	0	NA	NA	NA	NA	NA	"ASV2266"	"RH-RT"	1
"235"	0	NA	NA	NA	NA	NA	"ASV4016"	"RH-RT"	1
"236"	0	NA	NA	NA	NA	NA	"ASV4050"	"RH-RT"	1
"237"	0	NA	NA	NA	NA	NA	"ASV6783"	"RH-RT"	1
"238"	0	NA	NA	NA	NA	NA	"ASV2238"	"RH-RT"	1
"239"	1.91438892932615	4.54307563601969	3.02296811133995	1.50285264967811	NA	NA	"ASV2588"	"RH-RT"	1
"240"	0	NA	NA	NA	NA	NA	"ASV5974"	"RH-RT"	1
"241"	0	NA	NA	NA	NA	NA	"ASV3323"	"RH-RT"	1
"242"	1.54623721214805	4.2379973135905	3.02758277048211	1.39979569011606	NA	NA	"ASV1673"	"RH-RT"	1
"243"	0	NA	NA	NA	NA	NA	"ASV4358"	"RH-RT"	1
"244"	0	NA	NA	NA	NA	NA	"ASV11967"	"RH-RT"	1
"245"	0	NA	NA	NA	NA	NA	"ASV8526"	"RH-RT"	1
"246"	1.25171583840556	3.93677895944216	3.03318130111657	1.29790426902373	NA	NA	"ASV4311"	"RH-RT"	1
"247"	0	NA	NA	NA	NA	NA	"ASV2562"	"RH-RT"	1
"248"	0	NA	NA	NA	NA	NA	"ASV3817"	"RH-RT"	1
"249"	1.11541033585762	3.77928259078156	3.03659624198138	1.24457856416089	0.213286703881903	0.386171812135117	"ASV2163"	"RH-RT"	1
"250"	0	NA	NA	NA	NA	NA	"ASV7146"	"RH-RT"	1
"251"	2.53629722978101	4.94962372378771	3.01813740179428	1.63995970522918	0.101013545402061	0.3292892528528	"ASV7849"	"RH-RT"	1
"252"	0	NA	NA	NA	NA	NA	"ASV9795"	"RH-RT"	1
"253"	201.934067884672	-1.56790236511665	1.02649656360747	-1.5274307004073	0.126653947238039	0.33903318194094	"ASV182"	"RH-RT"	1
"254"	1.36130399276668	4.00699362744242	3.03177226632573	1.32166708955966	0.186279032209699	0.376878344669257	"ASV5370"	"RH-RT"	1
"255"	0	NA	NA	NA	NA	NA	"ASV4642"	"RH-RT"	1
"256"	0	NA	NA	NA	NA	NA	"ASV7277"	"RH-RT"	1
"257"	0	NA	NA	NA	NA	NA	"ASV5212"	"RH-RT"	1
